form,rtol,a1,a2,omega1,omega2,phi,N,square,chi,gamma,triangle,alpha,tilde,star,beta,rho,epsilon,delta
DS-p,1e-11,35.0,35.0,46.9,93.8,0.0,51,(-0.015029821778987679+1.4575309966224763e-09j),(0.0259756212136894-6.063177009039068e-11j),(-0.8645105081926947-4.534895070968736e-11j),(0.02125912124106432+1.3773179410557747e-09j),(-0.04274769720842823-6.47181383877529e-11j),(-0.8347808523076234+2.6606399547213985e-11j),(-0.007558245838109798-2.449594450355524e-10j),(0.00927175535332369-5.785623865823352e-11j),(-0.9654642738881857+4.9684250077898074e-11j),(-0.0039024517543216064-1.124405984141693e-09j),(0.007539549846804831-4.578692878110421e-11j)
DS-p,1e-11,35.0,35.0,47.0,94.0,0.0,51,(-0.01496969603241608+1.4983983376123473e-09j),(0.025888358778569567-6.091273842545563e-11j),(-0.8650696174728353-4.471983896801149e-11j),(0.02119420428920621+1.4255399734132807e-09j),(-0.04261580325633039-6.469372841261291e-11j),(-0.8354455295254817+2.687170972107294e-11j),(-0.007527867143371876-2.1142287098100642e-10j),(0.0092571670668457-5.809036119993598e-11j),(-0.9656100295005213+5.031096339810318e-11j),(-0.003886154585564766-1.1614915749082268e-09j),(0.007509201190774737-4.629761397300082e-11j)
DS-p,1e-11,35.0,35.0,47.1,94.2,0.0,51,(-0.014909920949019623+1.5228487979352443e-09j),(0.025801469089242683-6.144978665168776e-11j),(-0.8656253186309474-4.495852739488077e-11j),(0.021129504983241496+1.4529747746141398e-09j),(-0.04248436759787619-6.502905037648085e-11j),(-0.836106296896386+2.6859021817147282e-11j),(-0.007497666526943113-2.0510052990096896e-10j),(0.009242487989949852-5.862057967008257e-11j),(-0.9657548657817854+5.0725246396216984e-11j),(-0.0038699588872042646-1.1812052655017684e-09j),(0.00747903169501863-4.671248255821858e-11j)
DS-p,1e-11,35.0,35.0,47.2,94.4,0.0,51,(-0.014850493888112435+1.523051201177817e-09j),(0.025714950761624247-6.16482870376232e-11j),(-0.866177639005491-4.2638460235380955e-11j),(0.02106502331009282+1.4621328374644108e-09j),(-0.04235338988949837-6.480711371419698e-11j),(-0.8367631842802776+3.116514389215212e-11j),(-0.007467642641217614-1.9754358533547762e-10j),(0.009227720507423872-5.885679828171235e-11j),(-0.965898790629194+4.8829838667862497e-11j),(-0.0038538638083238444-1.1820257271343952e-09j),(0.007449039998206924-4.687008682475492e-11j)
DS-p,1e-11,35.0,35.0,47.3,94.6,0.0,51,(-0.014791412203329222+1.5451080079561942e-09j),(0.02562880243424282-6.194259297361803e-11j),(-0.8667266054733794-4.1654516413158714e-11j),(0.0210007592561+1.4861167549677885e-09j),(-0.04222286970221879-6.496676142185685e-11j),(-0.8374162210855343+3.2383111690285997e-11j),(-0.007437794116984727-1.880784810143721e-10j),(0.009212867029382253-5.913975787162703e-11j),(-0.9660418115835209+4.7111657706891006e-11j),(-0.003837868467210386-1.2010228476269507e-09j),(0.007419224774040985-4.7287226663281644e-11j)
DS-p,1e-11,35.0,35.0,47.4,94.8,0.0,51,(-0.014732673325516654+1.5070045463109346e-09j),(0.025543022650012414-6.127466265185852e-11j),(-0.8672722446997945-4.196527685300354e-11j),(0.020936712745949843+1.4324489826212549e-09j),(-0.04209280666295595-6.47510634367559e-11j),(-0.8380654364945015+2.9567578679300964e-11j),(-0.007408119653710503-2.0814284815803028e-10j),(0.009197929799258268-5.847857440210938e-11j),(-0.9661839361651244+4.7186905253553066e-11j),(-0.0038219720691125315-1.1699239279671711e-09j),(0.007389584689642997-4.6906885900122234e-11j)
DS-p,1e-11,35.0,35.0,47.5,95.0,0.0,51,(-0.014674274710339368+1.5122188807234341e-09j),(0.025457610014502634-6.13648518478672e-11j),(-0.8678145831113896-4.924059463541955e-11j),(0.02087288368486858+1.4329230717612955e-09j),(-0.04196320030033158-6.495856037509385e-11j),(-0.838710859450893+2.119748916800625e-11j),(-0.0073786179594813915-2.1470752114862676e-10j),(0.009182911089581924-5.856069659553526e-11j),(-0.9663251718655729+5.35532547467417e-11j),(-0.0038061738280914283-1.1745988392621347e-09j),(0.007360118346064827-4.697719315485816e-11j)
DS-p,1e-11,35.0,35.0,47.6,95.2,0.0,51,(-0.014616213804212689+1.5241825624887801e-09j),(0.025372563114276433-6.1700758669205e-11j),(-0.8683536468602179-5.071940699570344e-11j),(0.020809271985187647+1.4441704410077555e-09j),(-0.0418340501348228-6.525949662065601e-11j),(-0.8393525186116122+2.0429710778853556e-11j),(-0.007349287726496933-2.171821844915777e-10j),(0.009167813122785105-5.88966631810567e-11j),(-0.966465526060108+5.503440102882818e-11j),(-0.0037904729208477726-1.1851585927890173e-09j),(0.007330824446936389-4.71874098032205e-11j)
DS-p,1e-11,35.0,35.0,47.7,95.4,0.0,51,(-0.014558488097226598+1.5305774848815645e-09j),(0.02528788051320286-6.214341685974342e-11j),(-0.8688894618476815-4.916074684217942e-11j),(0.02074587752524179+1.4496814864694857e-09j),(-0.041705355667120685-6.552392519999497e-11j),(-0.8399904423775225+2.0923547195597447e-11j),(-0.0073201276790726445-2.2318319774667004e-10j),(0.009152638111690283-5.935300039505846e-11j),(-0.9666050060578469+5.4808222708693585e-11j),(-0.0037748685632997304-1.1899932112976764e-09j),(0.007301701682800622-4.73112090987348e-11j)
DS-p,1e-11,35.0,35.0,47.8,95.6,0.0,51,(-0.014501095082380447+1.5375778273547467e-09j),(0.02520356082075247-6.235216533849279e-11j),(-0.8694220537375752-5.0997119346285815e-11j),(0.02068270018312558+1.4556245821459537e-09j),(-0.041577116326627486-6.572711482928617e-11j),(-0.8406246589023216+1.8416545668390898e-11j),(-0.007291136529763158-2.2664754436696078e-10j),(0.009137388210440758-5.956353658850205e-11j),(-0.9667436191032133+5.7124543249347234e-11j),(-0.003759359944579873-1.1963166040277023e-09j),(0.0072727487474006335-4.7419278258646614e-11j)
DS-p,1e-11,35.0,35.0,47.9,95.8,0.0,51,(-0.014444032284285051+1.5467517983722612e-09j),(0.025119602602064146-6.240791716904122e-11j),(-0.8699514479096584-5.0669567456079705e-11j),(0.02061973981155207+1.4696512728384494e-09j),(-0.04144933154806252-6.560596235774828e-11j),(-0.8412551960535471+1.9144599245163435e-11j),(-0.007262313016104018-2.2176036084826596e-10j),(0.009122065539489885-5.963786699325132e-11j),(-0.9668813723249716+5.665358832009286e-11j),(-0.0037439462858697738-1.200864828135608e-09j),(0.007243964365964304-4.7726589463803396e-11j)
DS-p,1e-11,35.0,35.0,48.0,96.0,0.0,51,(-0.014387297274363622+1.5401965796552567e-09j),(0.025036004410385226-6.230160911417041e-11j),(-0.8704776695532911-4.4938340650171813e-11j),(0.020556996227244616+1.4836976758974151e-09j),(-0.04132200075235789-6.48453387118784e-11j),(-0.8418820814896949+2.625751640160409e-11j),(-0.007233655908856021-2.0431969558056644e-10j),(0.009106672161948194-5.959784682392622e-11j),(-0.9670182728456751+5.222879419667612e-11j),(-0.0037286268419992157-1.1978099935649065e-09j),(0.0072153472356058825-4.759042170911479e-11j)
DS-p,1e-11,35.0,35.0,48.1,96.2,0.0,51,(-0.014330887615209698+1.4831392645320882e-09j),(0.0249527648179822-6.057563564500129e-11j),(-0.8710007435708612-3.8961259907179405e-11j),(0.020494469256895336+1.4207608216950479e-09j),(-0.04119512329327049-6.362804987906076e-11j),(-0.8425053425900528+2.799150248667097e-11j),(-0.007205163960096166-2.1263332505098053e-10j),(0.009091210122291315-5.791179439427046e-11j),(-0.9671543276624607+4.681352118671251e-11j),(-0.0037134008378735435-1.1560450352000055e-09j),(0.007186896106295047-4.6521138709488285e-11j)
DS-p,1e-11,35.0,35.0,48.2,96.4,0.0,51,(-0.01427480089471337+1.5087037210146377e-09j),(0.02486988240094668-6.132214241594522e-11j),(-0.871520694646133-4.203461708535065e-11j),(0.020432158705103877+1.4465685933389617e-09j),(-0.041068698515629685-6.422866356167039e-11j),(-0.8431250065029605+2.8027995578911966e-11j),(-0.007176835940549448-2.1326971919201667e-10j),(0.009075681408928147-5.864962264470326e-11j),(-0.967289543727398+4.905992817603408e-11j),(-0.0036982675129465445-1.1763504576290714e-09j),(0.0071586097207654974-4.703564248892848e-11j)
DS-p,1e-11,35.0,35.0,48.3,96.6,0.0,51,(-0.014219034733520944+1.5324627350149827e-09j),(0.024787355711301612-6.178137169307886e-11j),(-0.8720375472277064-4.736601652409116e-11j),(0.020370064360557858+1.474390608865307e-09j),(-0.04094272574875963-6.449746014965359e-11j),(-0.8437411001259568+2.2909816316152917e-11j),(-0.0071486706345799435-2.0483066920916443e-10j),(0.009060088025134295-5.909912577416104e-11j),(-0.9674239279161755+5.4244174273197934e-11j),(-0.003683226121399475-1.1973829333611168e-09j),(0.007130486841498112-4.750093602534908e-11j)
DS-p,1e-11,35.0,35.0,48.4,96.8,0.0,51,(-0.014163586764105243+1.5588510601980324e-09j),(0.024705183316378488-6.253102128441551e-11j),(-0.8725513255046963-4.83868929982308e-11j),(0.020308185996479298+1.5018058321945083e-09j),(-0.040817204278778635-6.511904114351967e-11j),(-0.84435365009495+2.2535269272108452e-11j),(-0.0071206668353373-2.0467313267484613e-10j),(0.009044431883816522-5.983990063544019e-11j),(-0.9675574870097438+5.532761569605061e-11j),(-0.0036682759214011207-1.2182909500607198e-09j),(0.007102526235121619-4.8032662303855835e-11j)
DS-p,1e-11,35.0,35.0,48.5,97.0,0.0,51,(-0.014108454646424379+1.5245290519999567e-09j),(0.024623363768128934-6.139031617635099e-11j),(-0.8730620534598055-4.6800398943607376e-11j),(0.020246523369743207+1.4572221462195802e-09j),(-0.04069213338605252-6.442761133491411e-11j),(-0.844962682825314+2.1555029458524348e-11j),(-0.007092823351583428-2.1349729807260985e-10j),(0.009028714911412543-5.870736535756781e-11j),(-0.9676902277453795+5.329581486755128e-11j),(-0.0036534161842336384-1.1923730609276672e-09j),(0.007074726682986624-4.736843503716942e-11j)
DS-p,1e-11,35.0,35.0,48.6,97.2,0.0,51,(-0.014053636051887312+1.5219654490762819e-09j),(0.02454189563752331-6.137708312968234e-11j),(-0.8735697548401937-4.7154802823336265e-11j),(0.020185076230504854+1.4582496211679848e-09j),(-0.04056751230218066-6.428703744752948e-11j),(-0.8455682244980113+2.1120568782039756e-11j),(-0.007065138993251691-2.1228826735798106e-10j),(0.009012938950484235-5.871023616730509e-11j),(-0.9678221567900945+5.3997858053827556e-11j),(-0.0036386461762115477-1.1911635565583968e-09j),(0.007047086974667764-4.734343285325194e-11j)
DS-p,1e-11,35.0,35.0,48.7,97.4,0.0,51,(-0.013999128680324642+1.5469482436406849e-09j),(0.02446077747700915-6.214017204827657e-11j),(-0.8740744531661168-4.729826480113322e-11j),(0.020123844309734646+1.4641077349319042e-09j),(-0.04044334026323042-6.556594343179016e-11j),(-0.8461703010532229+2.011714894696222e-11j),(-0.007037612588035836-2.346629216319002e-10j),(0.008997105852940463-5.942416669676095e-11j),(-0.9679532807384925+5.4688429924943815e-11j),(-0.00362396518059099-1.209414637416107e-09j),(0.007019605913363454-4.787929188088804e-11j)
DS-p,1e-11,35.0,35.0,48.8,97.6,0.0,51,(-0.013944930253730219+1.5752506934676661e-09j),(0.02438000783272108-6.305140383621933e-11j),(-0.8745761717301647-4.873441662943008e-11j),(0.02006282732339043+1.4962882644803342e-09j),(-0.040319616458111864-6.624502451988922e-11j),(-0.8467689381982604+2.0645378039058827e-11j),(-0.0070102429763105305-2.331212939151958e-10j),(0.008981217396643176-6.033019153818109e-11j),(-0.9680836061234585+5.789755597448725e-11j),(-0.003609372492014446-1.23184833350629e-09j),(0.006992282313629654-4.8488310629762475e-11j)
DS-p,1e-11,35.0,35.0,48.9,97.8,0.0,51,(-0.013891038501960808+1.5017282838686808e-09j),(0.024299585272824397-6.115053772621408e-11j),(-0.8750749336249524-5.128732043057968e-11j),(0.020002024980943056+1.4052995213173025e-09j),(-0.040196340067134295-6.513165822768126e-11j),(-0.8473641614195023+1.315902287677581e-11j),(-0.0069830290009781715-2.576910312145284e-10j),(0.008965275416474655-5.84601423564365e-11j),(-0.9682131394179561+5.7393972696003894e-11j),(-0.0035948674006489843-1.1753025939753525e-09j),(0.006965114997809444-4.7122055064771833e-11j)
DS-p,1e-11,35.0,35.0,49.0,98.0,0.0,51,(-0.013837451193452052+1.519401641916031e-09j),(0.024219508335557142-6.167484095865011e-11j),(-0.8755707616738737-5.152492269363499e-11j),(0.019941436973265277+1.4150918198047514e-09j),(-0.040073510254005504-6.537507073103902e-11j),(-0.8479559959518954+1.2652574312282284e-11j),(-0.006955969522463681-2.612236462313248e-10j),(0.0089492815978496-5.897276592026695e-11j),(-0.9683418870001416+5.7759972220109827e-11j),(-0.0035804492136498507-1.1886771333096029e-09j),(0.006938102804523017-4.743493284355166e-11j)
DS-p,1e-11,35.0,35.0,49.1,98.2,0.0,51,(-0.013784166101377525+1.4687197248536831e-09j),(0.024139775581253128-6.034577219514707e-11j),(-0.8760636785192021-4.743893700632954e-11j),(0.019881062983880215+1.3620177126779573e-09j),(-0.03995112615349988-6.422491199000654e-11j),(-0.8485444668029329+1.4943394802742166e-11j),(-0.006929063404967643-2.670640451734123e-10j),(0.008933237691102457-5.7685910811253555e-11j),(-0.9684698551854866+5.482644928750545e-11j),(-0.0035661172351179014-1.1485602320957593e-09j),(0.006911244578732591-4.650294297135758e-11j)
DS-p,1e-11,35.0,35.0,49.2,98.4,0.0,51,(-0.01373118102193565+1.4904594659935624e-09j),(0.024060385566446685-6.111591228517184e-11j),(-0.8765537066130286-5.057999889345402e-11j),(0.019820902684272675+1.3868196912649372e-09j),(-0.03982918687038232-6.476951816884157e-11j),(-0.8491295988147244+1.1426541184271112e-11j),(-0.006902309524653729-2.6608378437409935e-10j),(0.008917145325083146-5.845379443621041e-11j),(-0.9685970502938892+5.941475899111863e-11j),(-0.0035518707834892548-1.1667551308955306e-09j),(0.006884539173409709-4.7010407172617824e-11j)
DS-p,1e-11,35.0,35.0,49.3,98.6,0.0,51,(-0.013678493773981+1.5416921246130426e-09j),(0.02398133683696341-6.211583499266916e-11j),(-0.877040868147605-3.9198913125934794e-11j),(0.019760955728982288+1.4431954015631095e-09j),(-0.039707691510176744-6.541569899028477e-11j),(-0.8497114165426031+2.4978288096622316e-11j),(-0.006875706772682866-2.454240381574642e-10j),(0.00890100620762119-5.942759037436393e-11j),(-0.9687234784990197+4.769330519064714e-11j),(-0.003537709184928236-1.2075734122113082e-09j),(0.006857985458062267-4.805330408911483e-11j)
DS-p,1e-11,35.0,35.0,49.4,98.8,0.0,51,(-0.013626102192742634+1.4943943962997984e-09j),(0.023902627946954084-6.071701658536875e-11j),(-0.877525185123402-3.9820935875990086e-11j),(0.01970122176715636+1.380015520928806e-09j),(-0.03958663915026451-6.467121956710936e-11j),(-0.8502899443412331+2.6519175321224664e-11j),(-0.006849254043755333-2.6214743900026304e-10j),(0.00888482195006065-5.80277508543487e-11j),(-0.968849145940544+4.815974350505047e-11j),(-0.003523631768412902-1.170925406625213e-09j),(0.006831582307578021-4.717660772619434e-11j)
DS-p,1e-11,35.0,35.0,49.5,99.0,0.0,51,(-0.01357400416557382+1.517854861325767e-09j),(0.02382425742413396-6.117536916352062e-11j),(-0.8780066793375636-4.001543364225668e-11j),(0.01964170041142966+1.4034068566273258e-09j),(-0.03946602885898757-6.500106019755315e-11j),(-0.850865206365408+2.4072589871169886e-11j),(-0.0068229502714053135-2.5332300742089906e-10j),(0.008868594081834682-5.843599259041285e-11j),(-0.9689740587082827+4.694510533040392e-11j),(-0.0035096379166224406-1.1857990802378132e-09j),(0.006805328560481969-4.7736443900838464e-11j)
DS-p,1e-11,35.0,35.0,49.6,99.2,0.0,51,(-0.01352219749631899+1.536147493231774e-09j),(0.023746223876895248-6.183561884481354e-11j),(-0.8784853723899757-3.99805699542373e-11j),(0.019582391340585533+1.4272622918321227e-09j),(-0.03934585965063917-6.531009839667637e-11j),(-0.8514372265491511+2.320388948931601e-11j),(-0.0067967943119910355-2.483633162236427e-10j),(0.008852324250937921-5.91055384082173e-11j),(-0.9690982228401301+4.692790546581491e-11j),(-0.0034957268721786047-1.2004290616295192e-09j),(0.006779223217744013-4.8167406312333566e-11j)
DS-p,1e-11,35.0,35.0,49.7,99.4,0.0,51,(-0.013470680115271168+1.5254777244735846e-09j),(0.023668525829657224-6.156986054140739e-11j),(-0.87896128566754-3.7784645488676286e-11j),(0.019523294141988116+1.4104443982027546e-09j),(-0.03922613056570477-6.524134289846157e-11j),(-0.8520060286070865+2.1495098738547603e-11j),(-0.006770785123017851-2.543629908830983e-10j),(0.008836013969360575-5.885284932769324e-11j),(-0.9692216442874466+4.6766106770529285e-11j),(-0.0034818980370555086-1.1924982443959835e-09j),(0.006753265129672707-4.8056898090754553e-11j)
DS-p,1e-11,35.0,35.0,49.8,99.6,0.0,51,(-0.013419449934172161+1.5372329013790645e-09j),(0.02359116182754012-6.228253190866572e-11j),(-0.8794344403649097-4.1721240764114144e-11j),(0.019464408418275812+1.4224283826440308e-09j),(-0.03910684061964775-6.581095723951937e-11j),(-0.8525716360591377+1.624124516373322e-11j),(-0.006744921644226048-2.609127820522813e-10j),(0.008819664744081811-5.957611350714611e-11j),(-0.969344328971357+5.0511033495363763e-11j),(-0.0034681507762289177-1.2029680813309425e-09j),(0.0067274532170785665-4.8436726641042033e-11j)
DS-p,1e-11,35.0,35.0,49.9,99.8,0.0,51,(-0.013368504868407365+1.5288492645309649e-09j),(0.023514130463799292-6.236290839518528e-11j),(-0.8799048574525333-3.977035953646765e-11j),(0.019405733774589966+1.4249414264274222e-09j),(-0.03898798878056057-6.56296440183066e-11j),(-0.8531340721827548+1.895035631449546e-11j),(-0.006719202806691916-2.5673698488630143e-10j),(0.008803278077548826-5.969781953402143e-11j),(-0.9694662827071874+4.95254749300071e-11j),(-0.00345448443002129-1.1974451131259806e-09j),(0.006701786394721248-4.843458360661633e-11j)
DS-p,1e-11,35.0,35.0,50.0,100.0,0.0,51,(-0.013317842873326428+1.5389734562867449e-09j),(0.02343743026436014-6.27921739562835e-11j),(-0.8803725577352455-4.04991703016826e-11j),(0.019347269792880338+1.434511045596663e-09j),(-0.038869574028918115-6.601000277142643e-11j),(-0.8536933600871632+1.779234880732266e-11j),(-0.0066936275711440806-2.5827688212736814e-10j),(0.008786855405475816-6.012797436637956e-11j),(-0.9695875112977188+5.016642432805007e-11j),(-0.003440898379842905-1.2059042471296056e-09j),(0.0066762636122606085-4.8779726612498824e-11j)
DS-p,1e-11,35.0,35.0,50.1,100.2,0.0,51,(-0.013267461912964351+1.5311320177066953e-09j),(0.023361059796189684-6.260998238256389e-11j),(-0.8808375618146218-3.8979904969986276e-11j),(0.019289016035202167+1.4183124412481557e-09j),(-0.03875159533995582-6.619726181551204e-11j),(-0.8542495226630235+1.8179627244644208e-11j),(-0.00666819491684605-2.678750942031023e-10j),(0.008770398179844957-5.994984600552019e-11j),(-0.9697080204731087+4.740856676375595e-11j),(-0.0034273920206049358-1.2014774307356893e-09j),(0.00665088378562119-4.8811596422866156e-11j)
DS-p,1e-11,35.0,35.0,50.2,100.4,0.0,51,(-0.013217359976595051+1.5258363123575643e-09j),(0.023285017596732002-6.289252163724254e-11j),(-0.8812998900960148-3.7079486234307403e-11j),(0.019230972095046393+1.435474423197245e-09j),(-0.038634051651121416-6.57340519240929e-11j),(-0.8548025825954139+2.1502814015494876e-11j),(-0.00664290378945101-2.523069000699735e-10j),(0.008753907760290298-6.029659633625835e-11j),(-0.9698278159029603+4.496939154363629e-11j),(-0.003413964700436662-1.1978450123229672e-09j),(0.006625645918340105-4.884978742251462e-11j)
DS-p,1e-11,35.0,35.0,50.3,100.6,0.0,51,(-0.013167535043141602+1.53489551946214e-09j),(0.023209302275234114-6.343880782827004e-11j),(-0.8817595627938181-4.0147737777213085e-11j),(0.01917313753114802+1.446436268214997e-09j),(-0.03851694186095849-6.626143345505305e-11j),(-0.8553525623788618+1.727319953786857e-11j),(-0.006617753167815839-2.558348387100588e-10j),(0.00873738559014942-6.08590400052914e-11j),(-0.9699469032055928+4.856263811581933e-11j),(-0.00340061580269933-1.2041815604999722e-09j),(0.006600548943989757-4.922334832391243e-11j)
DS-p,1e-11,35.0,35.0,50.4,100.8,0.0,51,(-0.013117985145860734+1.5460818234776258e-09j),(0.023133912357561286-6.380635749361183e-11j),(-0.8822165999455648-4.0145666250003557e-11j),(0.01911551188661448+1.460734737239477e-09j),(-0.0384002649179679-6.651175464954015e-11j),(-0.8558994843094612+1.7691943659865646e-11j),(-0.006592742053511211-2.5324320705793133e-10j),(0.008720833002622861-6.124589563166033e-11j),(-0.9700652879498199+4.8667090796601295e-11j),(-0.00338734473797582-1.2122639746258686e-09j),(0.006575591842661018-4.94799273001231e-11j)
DS-p,1e-11,35.0,35.0,50.5,101.0,0.0,51,(-0.013068708325804822+1.5463640779597144e-09j),(0.02305884640614056-6.362386490276855e-11j),(-0.8826710214055216-3.493186038489628e-11j),(0.019058094699095186+1.4584372475032076e-09j),(-0.038284019726047676-6.645096150730493e-11j),(-0.8564433704924115+1.1020830531182925e-11j),(-0.006567869451683988-2.571317513252947e-10j),(0.008704251319716756-6.108109018534338e-11j),(-0.9701829756561242+4.4912550844257745e-11j),(-0.0033741509132172026-1.2136771926503169e-09j),(0.006550773583945311-4.925658630845067e-11j)
DS-p,1e-11,35.0,35.0,50.6,101.2,0.0,51,(-0.013019702616417132+1.5412988708214087e-09j),(0.022984103007100846-6.349195897827634e-11j),(-0.8831228468233268-3.312485902509523e-11j),(0.019000885510775736+1.4649003171124243e-09j),(-0.038168205167014614-6.602048455684291e-11j),(-0.856984242818589+1.6519081375873385e-11j),(-0.006543134360617335-2.4789689408919206e-10j),(0.008687641863191212-6.100299028518797e-11j),(-0.9702999717597408+4.425640314037505e-11j),(-0.003361033721452522-1.2129051704731685e-09j),(0.006526093165162531-4.887151997065976e-11j)
DS-p,1e-11,35.0,35.0,50.7,101.4,0.0,51,(-0.012970966079226006+1.53686450145226e-09j),(0.022909680723993044-6.203817981193574e-11j),(-0.8835720956048679-3.6341744018065146e-11j),(0.01894388386078074+1.4571221446737463e-09j),(-0.03805282010160752-6.497931264739291e-11j),(-0.8575221229347331+1.1726811558282702e-11j),(-0.006518535780153718-2.275837362860175e-10j),(0.008671005922822963-5.95476660171193e-11j),(-0.9704162815520887+4.73650783712871e-11j),(-0.0033479925536510115-1.217095573595012e-09j),(0.0065015496116810085-4.845152607894396e-11j)
DS-p,1e-11,35.0,35.0,50.8,101.6,0.0,51,(-0.01292249700068281+1.5580573615975704e-09j),(0.022835577965434575-6.309581448140002e-11j),(-0.8840187871942506-3.807890262997055e-11j),(0.018887089111140756+1.455332746692251e-09j),(-0.037937863507183055-6.545271259725331e-11j),(-0.8580570324996601+1.332194962856105e-11j),(-0.006494072924240763-2.370989897781841e-10j),(0.00865434462050773-6.057770399347925e-11j),(-0.970531910595157+4.9101611348835373e-11j),(-0.0033350271008617816-1.2284190469458855e-09j),(0.00647714165798725-4.9126506081616666e-11j)
DS-p,1e-11,35.0,35.0,50.9,101.8,0.0,51,(-0.012874293108170896+1.5726901446369893e-09j),(0.022761793620783104-6.344231802422287e-11j),(-0.884462940652166-3.9637353056484864e-11j),(0.018830501069124497+1.4676420870853016e-09j),(-0.037823334042683975-6.577899704262952e-11j),(-0.8585889927841583+1.4147289861100362e-11j),(-0.00646974448231803-2.3998204539904934e-10j),(0.00863765946912453-6.092792685240564e-11j),(-0.9706468640942846+5.0468057801171047e-11j),(-0.0033221362783718567-1.239832044584882e-09j),(0.006452868817679596-4.9326793250166135e-11j)
DS-p,1e-11,35.0,35.0,51.0,102.0,0.0,51,(-0.012826352696664167+1.5710629318611247e-09j),(0.022688326114269842-6.301303489442311e-11j),(-0.8849045749254976-3.927125048916295e-11j),(0.018774119100640658+1.4642817143037694e-09j),(-0.03770923064117191-6.540228960770235e-11j),(-0.859118024937771+1.1591016022380833e-11j),(-0.006445549657744907-2.340835978060826e-10j),(0.00862095153144364-6.050562849613245e-11j),(-0.9707611472881128+4.9929893374035976e-11j),(-0.00330931975496283-1.2396395614236589e-09j),(0.006428729878313546-4.9185805416431674e-11j)
DS-p,1e-11,35.0,35.0,51.1,102.2,0.0,51,(-0.012778673860447556+1.5821738933781282e-09j),(0.022615174051885217-6.269585681949382e-11j),(-0.8853437087960023-3.8387616316814346e-11j),(0.018717942737508295+1.4685060636174146e-09j),(-0.037595552114305875-6.530419011863117e-11j),(-0.8596441499378171+8.115658431176513e-12j),(-0.0064214874638548955-2.414984246525859e-10j),(0.008604222073651403-6.018591091083686e-11j),(-0.9708747653900558+4.9323405536970975e-11j),(-0.003296576909937645-1.2505949544972778e-09j),(0.006404723933398257-4.876746068084357e-11j)
DS-p,1e-11,35.0,35.0,51.2,102.4,0.0,51,(-0.012731254836117378+1.5778972193542428e-09j),(0.02254233594188066-6.25056131174538e-11j),(-0.885780360842093-3.7955893563314726e-11j),(0.018661971400627482+1.4554046994549176e-09j),(-0.03748229732574732-6.533558445627659e-11j),(-0.8601673885450347+9.167130577589593e-12j),(-0.006397557039752611-2.5082687679111717e-10j),(0.008587472232226247-6.000059585292671e-11j),(-0.9709877235103007+4.6809090082749955e-11j),(-0.0032839073025721817-1.2468430512161763e-09j),(0.006380849902766977-4.8622149030709477e-11j)
DS-p,1e-11,35.0,35.0,51.3,102.6,0.0,51,(-0.012684093740967028+1.6006698889649306e-09j),(0.022469810409645182-6.317291960838605e-11j),(-0.8862145495115424-3.852644615316381e-11j),(0.018606204616253598+1.4749258410012222e-09j),(-0.03736946507051407-6.595708580005102e-11j),(-0.8606877613760806+1.156345339546358e-11j),(-0.006373757406550413-2.5577622377673083e-10j),(0.008570703099915724-6.066484291497144e-11j),(-0.9711000267579531+4.7287772608150436e-11j),(-0.0032713103106532006-1.2651765470312092e-09j),(0.006357106901493076-4.903831733915037e-11j)
DS-p,1e-11,35.0,35.0,51.4,102.8,0.0,51,(-0.012637188874092804+1.6163302880057196e-09j),(0.022397595937440163-6.435339983040187e-11j),(-0.8866462930765987-4.006687767357939e-11j),(0.018550641764481544+1.4797124634088405e-09j),(-0.03725705419917683-6.688272155149989e-11j),(-0.8612052888730032+9.935728206428886e-12j),(-0.006350087745113907-2.6450588626433856e-10j),(0.008553915760307632-6.184242497265505e-11j),(-0.9712116802052164+4.854073760631226e-11j),(-0.0032587855246240596-1.2810019433237763e-09j),(0.00633349385292886-4.8056220884284447e-11j)
DS-p,1e-11,35.0,35.0,51.5,103.0,0.0,51,(-0.012590538198067464+1.6211563010285797e-09j),(0.02232569131094334-6.357883233304182e-11j),(-0.8870756096125043-3.905058614775649e-11j),(0.018495282519728932+1.4783769691636641e-09j),(-0.037145063379532814-6.633356050025846e-11j),(-0.861719991247773+7.638423782619572e-12j),(-0.006326546923144721-2.479907284984889e-10j),(0.008537111501714972-6.104287405669375e-11j),(-0.9713226888034+4.930741104655715e-11j),(-0.0032463321168964623-1.2874004333058765e-09j),(0.006310010105012413-4.799878226779546e-11j)
DS-p,1e-11,35.0,35.0,51.6,103.2,0.0,51,(-0.01254414001905227+1.6364829092561327e-09j),(0.022254095072750783-6.380841032003695e-11j),(-0.8875025170625387-3.8905757222485417e-11j),(0.018440126268335667+1.4887914203602234e-09j),(-0.03703349141748254-6.660662221094976e-11j),(-0.8622318885940861+7.472350227172674e-12j),(-0.006303134115527435-2.4772991750573244e-10j),(0.00852029139229056-6.126361566137522e-11j),(-0.9714330575248773+4.811146974013886e-11j),(-0.00323394965805103-1.2997398470762187e-09j),(0.006286654587646778-4.821612688429032e-11j)
