form,rtol,a1,a2,omega1,omega2,phi,N,square,chi,gamma,triangle,alpha,tilde,star,beta,rho,epsilon,delta
DS-p,1e-11,35.0,35.0,11.8,23.6,0.0,51,(-0.07821555485911887-1.24503816407961e-10j),(-0.03841184202816343-3.302867518500485e-11j),(0.245856576815535-1.785906681106029e-10j),(-0.03859535245444574+7.923592875662909e-11j),(0.06806217372454937-2.138323307413385e-10j),(0.06811017398808046+4.3332090238733584e-11j),(-0.0397671707142844+4.1760257536173736e-11j),(-0.07936430843139673-1.2577377711471682e-10j),(-0.5130762327335887+1.0110343635835708e-10j),(-0.048943343375455785+8.564391032292852e-12j),(0.050411846214138106-3.140958276809115e-11j)
DS-p,1e-11,35.0,35.0,11.9,23.8,0.0,51,(-0.07879157211832716-1.2665120640535674e-10j),(-0.03731060282040204-3.30090659720885e-11j),(0.23703683956327598-1.774521156615431e-10j),(-0.03857978422123139+8.505327487936635e-11j),(0.067507341545155-2.200673474223072e-10j),(0.06740187453782243+4.216213557064933e-11j),(-0.04002259849308831+4.0686327094753594e-11j),(-0.07994795768008492-1.2407904772073968e-10j),(-0.5200188862178784+1.011554635935187e-10j),(-0.048344490713715986+1.2896080864617813e-11j),(0.05044870413683247-3.1673934646945526e-11j)
DS-p,1e-11,35.0,35.0,12.0,24.0,0.0,51,(-0.0793168652020329-1.270960552630218e-10j),(-0.03615431295971475-3.2837664297106715e-11j),(0.2281574889698578-1.7774176850297395e-10j),(-0.03849851632549323+8.760882536583304e-11j),(0.06685275445022353-2.260262269497135e-10j),(0.06641358851151637+4.093714505567914e-11j),(-0.04025476244661885+4.1566647622620664e-11j),(-0.08046609645137984-1.2232699330154814e-10j),(-0.5268284813719497+9.46409144794204e-11j),(-0.047754027994961666-3.680407345375346e-12j),(0.05046551095908566-3.210779735610073e-11j)
DS-p,1e-11,35.0,35.0,12.1,24.2,0.0,51,(-0.07979365304590216-1.282553468880643e-10j),(-0.034948064911353174-3.261057589203889e-11j),(0.21922805096503029-1.7126846393352475e-10j),(-0.03835388638323911+7.838700723023634e-11j),(0.06610291976472271-2.3677155569022577e-10j),(0.06515777641201288+3.838426769930682e-11j),(-0.04046469865476013+3.859556265365896e-11j),(-0.08091930398465298-1.1905559357036823e-10j),(-0.5335080994224082+1.0114136509839747e-10j),(-0.04717187529351537+1.0212661953313436e-11j),(0.0504633169122283-3.1314794054658784e-11j)
DS-p,1e-11,35.0,35.0,12.2,24.4,0.0,51,(-0.08022407821221285-1.2803734511629572e-10j),(-0.0336967363003302-3.215635447229568e-11j),(0.2102574333646517-1.7284537327604401e-10j),(-0.03814833184829621+8.35557371945971e-11j),(0.06526237191162237-2.4029519550724673e-10j),(0.06364656345776032+3.834978406599051e-11j),(-0.04065340200445793+3.971671623976383e-11j),(-0.08130834501013963-1.187478945127267e-10j),(-0.5400607322925906+9.417528703276573e-11j),(-0.046597950139566136-1.1086852161810977e-11j),(0.050443125693887925-3.206997457582228e-11j)
DS-p,1e-11,35.0,35.0,12.3,24.6,0.0,51,(-0.08061020761619889-1.2318684380470708e-10j),(-0.03240498815039131-3.2032085371898044e-11j),(0.20125396084977742-2.00140467639523e-10j),(-0.037884366413527784+8.023203284087027e-11j),(0.06433565099376481-2.4836480657241256e-10j),(0.06189173139034621+3.7984601902645535e-11j),(-0.04082182742215371+3.773128241959354e-11j),(-0.08163415250234207-1.1527104253723962e-10j),(-0.5464892857936404+8.930566905311677e-11j),(-0.04603216791064957-3.635169170730621e-12j),(0.05040589637780554-3.1441689661890884e-11j)
DS-p,1e-11,35.0,35.0,12.4,24.8,0.0,51,(-0.08095403346800646-1.2318602900310665e-10j),(-0.031077264753237358-3.160440333808336e-11j),(0.19222540842225483-1.9863968196506254e-10j),(-0.03756455882567072+7.905580547524638e-11j),(0.06332728343167827-2.5272180613356873e-10j),(0.05990471305387967+3.7450415053066174e-11j),(-0.04097089114821395+3.4873850309288076e-11j),(-0.08189781103448876-1.1327186026445771e-10j),(-0.5527965831616032+8.963598729937264e-11j),(-0.045474442190148144-5.971212420642084e-12j),(0.050352545301991805-3.123981850564312e-11j)
DS-p,1e-11,35.0,35.0,12.5,25.0,0.0,51,(-0.08125747457878582-1.2467607907217326e-10j),(-0.02971779489366354-3.1474362503458194e-11j),(0.18317903324231777-1.9899787815761768e-10j),(-0.03719151384770013+8.094934647234363e-11j),(0.06224176464617725-2.614324475037977e-10j),(0.057696589317152235+3.709154349620902e-11j),(-0.041101472026427104+3.390859795012811e-11j),(-0.08210054051427364-1.1354000920818637e-10j),(-0.5589853682846212+8.843056692012253e-11j),(-0.04492468504981084-1.665329861517403e-11j),(0.05028394786819667-3.203934140853295e-11j)
DS-p,1e-11,35.0,35.0,12.6,25.2,0.0,51,(-0.08152237771210943-1.2638633089789254e-10j),(-0.028330594285882194-3.0823077923505e-11j),(0.1741216049597531-1.9363489009044651e-10j),(-0.036767855279378925+7.498571935920643e-11j),(0.061083543584132934-2.689857447061466e-10j),(0.05527808807006872+3.63955730754833e-11j),(-0.0412144128068655+3.138358376967363e-11j),(-0.08224368059926726-1.090455573591629e-10j),(-0.5650583087644454+8.883381366561866e-11j),(-0.04438280733320043-5.441935393015916e-12j),(0.05020094025640773-3.1021627935269546e-11j)
DS-p,1e-11,35.0,35.0,12.7,25.4,0.0,51,(-0.08175051920468819-1.2616928499298815e-10j),(-0.026919468966368217-3.0588306622189455e-11j),(0.16505943449076546-2.0055299872909194e-10j),(-0.03629621088965995+7.527384663189051e-11j),(0.059857009064670993-2.7887405883906936e-10j),(0.05265958497778648+3.4375746544192886e-11j),(-0.04131052143298139+3.01872548936611e-11j),(-0.08232867583104933-1.0801668972914944e-10j),(-0.5710179988948763+8.391320176978081e-11j),(-0.0438487188486895-2.0092605489796918e-11j),(0.0501043210999368-3.1189722659648135e-11j)
DS-p,1e-11,35.0,35.0,12.8,25.6,0.0,51,(-0.08194360656585761-1.2362471518149562e-10j),(-0.02548801953873448-3.0173112594284684e-11j),(0.15599840134625972-1.9797806739267766e-10j),(-0.035779199121148124+7.464798823657156e-11j),(0.05856647774301883-2.8718202250093637e-10j),(0.04985110575886979+3.3760546461081686e-11j),(-0.04139057232605872+2.8980534217047163e-11j),(-0.08235706148890962-1.0866062879394524e-10j),(-0.5768669624919027+7.904674388202676e-11j),(-0.043322328578464415-4.4621509111190576e-11j),(0.049994853068045346-3.179174414302373e-11j)
DS-p,1e-11,35.0,35.0,12.9,25.8,0.0,51,(-0.08210328039984419-1.2898724203038259e-10j),(-0.024039646044054182-2.966163420534445e-11j),(0.14694397946650029-1.9280413914383434e-10j),(-0.03521941739307698+6.948136372790142e-11j),(0.057216183673736584-2.990331702528678e-10j),(0.0468623297508937+3.218567070354207e-11j),(-0.04145530765674844+2.6018038356324866e-11j),(-0.08233045025456173-1.0594568714675242e-10j),(-0.582607655583443+7.759375024097311e-11j),(-0.04280354483263876-3.7480178592080465e-11j),(0.049873264403457206-3.158695724181288e-11j)
DS-p,1e-11,35.0,35.0,13.0,26.0,0.0,51,(-0.08223111618296686-1.2873646233725425e-10j),(-0.022577553413262934-2.93294473412105e-11j),(0.13790126169229447-1.9883892212854332e-10j),(-0.03461943193547056+6.499934701932558e-11j),(0.05581026926776438-3.0744785211360724e-10j),(0.04370259456449632+3.296129397279658e-11j),(-0.041505438586238314+2.284763652887456e-11j),(-0.08225051970885987-1.052641944583451e-10j),(-0.5882424689895124+7.626588900217018e-11j),(-0.0422922754075737-4.447568680116732e-11j),(0.049740250384787965-3.168328470514074e-11j)
DS-p,1e-11,35.0,35.0,13.1,26.2,0.0,51,(-0.08232862621636787-1.2863317402083005e-10j),(-0.021104757321847554-2.8705868927624036e-11j),(0.12887498288022614-1.965710330615299e-10j),(-0.033981768995422164+5.964493662456801e-11j),(0.05435277761463994-3.165977076117912e-10j),(0.04038090164995503+3.3290682774526885e-11j),(-0.04154164648047926+1.9759980890331057e-11j),(-0.0821190006155761-1.0357716003021424e-10j),(-0.5937737307147458+7.811114433132977e-11j),(-0.04178842769137138-5.544869566965615e-11j),(0.04959647473985377-3.161503830333931e-11j)
DS-p,1e-11,35.0,35.0,13.2,26.4,0.0,51,(-0.08239726159003184-1.264578502983492e-10j),(-0.01962409037663661-2.795406986353629e-11j),(0.1198695417090152-2.0263690577810251e-10j),(-0.03330890724868372+5.3550969760093404e-11j),(0.05284764602447859-3.29420733236836e-10j),(0.03690592261907641+3.192781877263851e-11j),(-0.0415645841094828+1.552697563489774e-11j),(-0.08193766602135431-1.009406600023742e-10j),(-0.5992037082699468+7.688720937592928e-11j),(-0.04129190880771555-3.7992569141801413e-11j),(0.049442570977516725-3.071157152402605e-11j)
DS-p,1e-11,35.0,35.0,13.3,26.6,0.0,51,(-0.08243841409144825-1.2633458004183225e-10j),(-0.01813820854252374-2.705525808794001e-11j),(0.11088902125354491-1.860041070934364e-10j),(-0.03260327140731635+5.0504028386728384e-11j),(0.051298700683097775-3.401938844772863e-10j),(0.03328600617466192+3.208452623363366e-11j),(-0.04157487679287103+1.2899085711041246e-11j),(-0.08170832120463628-9.973876690752585e-11j),(-0.6045346108565424+7.256789328674292e-11j),(-0.040802625697510975-5.1616238842001186e-11j),(0.04927914368688956-3.1179868676148836e-11j)
DS-p,1e-11,35.0,35.0,13.4,26.8,0.0,51,(-0.0824534182606901-1.2714492431579097e-10j),(-0.016649597722989032-2.6525317979270314e-11j),(0.10193720836204637-1.8901247699592955e-10j),(-0.03186722683133713+4.601639386558832e-11j),(0.04970965234359695-3.542346433220984e-10j),(0.029529185528732994+3.178723568758557e-11j),(-0.04157312352168795+1.0370953324656184e-11j),(-0.08143279436221859-1.0002174358972245e-10j),(-0.6097685913481975+6.911862488794419e-11j),(-0.04032048520296665-6.996418530930796e-11j),(0.049106769774982094-3.166379898726523e-11j)
DS-p,1e-11,35.0,35.0,13.5,27.0,0.0,51,(-0.08244355331285214-1.269764772336029e-10j),(-0.01516058044495717-2.571270403625314e-11j),(0.0930176119208698-2.0174926970960543e-10j),(-0.031103075083313694+3.61015154878452e-11j),(0.04808409296420169-3.672657594649535e-10j),(0.025643186216730923+3.5051294198976605e-11j),(-0.04155989804729056+5.280347206308784e-12j),(-0.08111292808505068-9.776881414398499e-11j),(-0.6149077483297936+7.310316155372862e-11j),(-0.039845394174273005-7.152453534013922e-11j),(0.04892599964078712-3.1763985615558145e-11j)
DS-p,1e-11,35.0,35.0,13.6,27.2,0.0,51,(-0.08241004511783928-1.265706082600521e-10j),(-0.013673322583379662-2.4558570904113013e-11j),(0.08413348003222536-1.9257563907010538e-10j),(-0.030313050318956255+3.311312135037374e-11j),(0.04642549317334335-3.845761504250168e-10j),(0.021635434186833856+3.6576765909864596e-11j),(-0.04153574992978132+2.3139708884929493e-12j),(-0.08075057161258833-9.677790161240676e-11j),(-0.6199541279479172+6.974307651624893e-11j),(-0.039377259524152844-8.270886845145553e-11j),(0.048737358323780795-3.2169406616682757e-11j)
DS-p,1e-11,35.0,35.0,13.7,27.4,0.0,51,(-0.08235406808566847-1.2524532107279578e-10j),(-0.012189840073477738-2.3475985765609445e-11j),(0.07528781614935726-2.1410714038314337e-10j),(-0.02949931647986354+2.82868039037535e-11j),(0.04473720053173731-4.0637833599487186e-10j),(0.01751306410442661+3.989792424321243e-11j),(-0.041501205543780645-1.900722167929146e-12j),(-0.08034757372875558-9.569987892072546e-11j),(-0.62490972556873+6.706306694803205e-11j),(-0.03891598827506278-9.197943399207653e-11j),(0.04854134659710453-3.2540106486210503e-11j)
DS-p,1e-11,35.0,35.0,13.8,27.6,0.0,51,(-0.08227674713836719-1.2371059772332528e-10j),(-0.010712005576683817-2.1438894067903422e-11j),(0.0664833942725926-1.9570998837782856e-10j),(-0.028663965042694084+2.3281201531026493e-11j),(0.043022438467418336-4.2394068761968016e-10j),(0.013282927806170334+4.383934971161916e-11j),(-0.041456769059027135-7.705799989960984e-12j),(-0.07990577630090678-9.11906482249076e-11j),(-0.629776487500513+6.697575060092326e-11j),(-0.038461487683832396-7.779384985987281e-11j),(0.048338441971473134-3.150763648914942e-11j)
DS-p,1e-11,35.0,35.0,13.9,27.8,0.0,51,(-0.08217915945994944-1.236595834835635e-10j),(-0.009241555070104157-2.0517206540416523e-11j),(0.05772277321799456-2.1688620345348574e-10j),(-0.027809013513735423+1.9776354701351708e-11j),(0.041284305830413565-4.479209365958428e-10j),(0.008951602796945781+5.077410334607087e-11j),(-0.04140292337221696-1.1087220320629875e-11j),(-0.07942700862011041-9.169770709229343e-11j),(-0.6345563125422335+6.418789530323006e-11j),(-0.03801366522728537-9.360534277809754e-11j),(0.04812909974593198-3.204224250558206e-11j)
DS-p,1e-11,35.0,35.0,14.0,28.0,0.0,51,(-0.08206233645016348-1.2262968671425917e-10j),(-0.007780094318240314-1.8956521316031946e-11j),(0.0490083100144827-2.1064948101704374e-10j),(-0.02693640438664509+1.859845383321793e-11j),(0.03952577701233419-4.808868892583625e-10j),(0.00452540081019554+5.931149052925698e-11j),(-0.04134013101477429-1.755324329811345e-11j),(-0.07891308213965084-9.114939311438157e-11j),(-0.6392510534914404+6.091147184734858e-11j),(-0.03757242871791071-1.1272446645978315e-10j),(0.04791375391670493-3.295501197716195e-11j)
DS-p,1e-11,35.0,35.0,14.1,28.2,0.0,51,(-0.08192726539737286-1.2172735030120573e-10j),(-0.0063291052125412205-1.71209319784035e-11j),(0.040342172485043265-1.9868987553809544e-10j),(-0.026048004574687346+1.6371139173300855e-11j),(0.037749702544596045-5.16635929279753e-10j),(1.0376316911695762e-05+7.229787680974087e-11j),(-0.04126883500554835-2.3357753563728488e-11j),(-0.07836578592340063-8.747694047433666e-11j),(-0.643862518506821+5.957488773289998e-11j),(-0.03713768631108203-1.0349126260038187e-10j),(0.047692818125422254-3.2219813057878146e-11j)
DS-p,1e-11,35.0,35.0,14.2,28.4,0.0,51,(-0.08177489127583933-1.1995508410585166e-10j),(-0.004889951961274081-1.5686047438813666e-11j),(0.031726351072593216-2.2274098341963506e-10j),(-0.025145605292740725+1.5769813982843382e-11j),(0.035958810139251805-5.531549768542653e-10j),(-0.004587665000038317+8.90427973882308e-11j),(-0.041189459691404855-3.089691614821839e-11j),(-0.07778688257605915-8.71176713623098e-11j),(-0.6483924725014165+6.76607407771024e-11j),(-0.036709346587477994-1.1770148610619147e-10j),(0.04746668651518498-3.2355643383572294e-11j)
DS-p,1e-11,35.0,35.0,14.3,28.6,0.0,51,(-0.08160611831970441-1.1776688577490626e-10j),(-0.003463887107560167-1.3849840525281393e-11j),(0.023162669895551408-2.1180847093656845e-10j),(-0.024230922267154082+1.4341825572496958e-11j),(0.03415570610232322-5.873244503624954e-10j),(-0.009263157878443064+1.1207203508234275e-10j),(-0.04110241153329182-3.766452445529189e-11j),(-0.07717810466270637-8.83343730285846e-11j),(-0.652842638414042+6.516598072536233e-11j),(-0.03628731857236246-1.1859438662832654e-10j),(0.04723573458681367-3.2885229370995495e-11j)
DS-p,1e-11,35.0,35.0,14.4,28.8,0.0,51,(-0.0814218118561256-1.133870355069273e-10j),(-0.0020520573688459468-1.2029332462846525e-11j),(0.014652797179419178-2.0033026013193985e-10j),(-0.023305596305575074+1.0671741411747041e-11j),(0.032342877091819426-6.108220888510591e-10j),(-0.01401076922700468+1.338724142631812e-10j),(-0.04100807987526545-4.413984569570772e-11j),(-0.07654115161237673-8.858880716975432e-11j),(-0.6572146984224416+6.102108322674445e-11j),(-0.03587151177465799-1.0137804191992453e-10j),(0.04700032001277043-3.2340661879926484e-11j)
DS-p,1e-11,35.0,35.0,14.5,29.0,0.0,51,(-0.08122279966347988-1.0750045341613628e-10j),(-0.0006555092933698744-1.140705260448683e-11j),(0.00619825499638467-2.1267568978344664e-10j),(-0.02237119409979553+1.0900254108868409e-11j),(0.030522692144324248-6.230262446765817e-10j),(-0.018825390002477845+1.5553028457564968e-10j),(-0.040906837660961974-5.0536528378663807e-11j),(-0.07587768700627605-9.015358675428658e-11j),(-0.6615102950151305+6.550237705555184e-11j),(-0.035461836258033605-1.1054629177018943e-10j),(0.046760783374608816-3.2391028238605214e-11j)
DS-p,1e-11,35.0,35.0,14.6,29.2,0.0,51,(-0.08100987362775824-1.0232268208820763e-10j),(0.0007248052891120714-1.1975272935632826e-11j),(-0.0021995715776367427-2.1196580805297585e-10j),(-0.02142920931196454+1.51923016174859e-11j),(0.028697404968992025-6.260041250075813e-10j),(-0.023702127254653135+1.7481353240564212e-10j),(-0.04079904214481491-5.6964656134242724e-11j),(-0.07518933633720758-9.411547319297701e-11j),(-0.6657310322719986+6.353219373551189e-11j),(-0.03505820264141647-1.2776732585659434e-10j),(0.04651744895141319-3.3450003667429353e-11j)
DS-p,1e-11,35.0,35.0,14.7,29.4,0.0,51,(-0.08078379118267331-9.849202921356666e-11j),(0.002088024002730848-1.3297285695346336e-11j),(-0.010539425863950522-2.2931458822314543e-10j),(-0.02048106383529982+2.1057320650842175e-11j),(0.026869156430497573-6.062918776727029e-10j),(-0.02863629634642747+1.8723868111834297e-10j),(-0.04068503554851744-6.233436044542459e-11j),(-0.07447768503705185-9.555348136132782e-11j),(-0.6698784767950474+6.400251440426511e-11j),(-0.03466052217802547-1.257193396356088e-10j),(0.04627062538308629-3.3703449773438505e-11j)
DS-p,1e-11,35.0,35.0,14.8,29.6,0.0,51,(-0.08054527671183717-9.389900623279348e-11j),(0.003433368873556602-1.4948219539740445e-11j),(-0.0188201715454794-2.1892084819661678e-10j),(-0.01952810923613244+2.8484954240728097e-11j),(0.025039977220577176-5.81498829492697e-10j),(-0.03362341334533572+1.9604391206254857e-10j),(-0.040565145705477465-6.7621022669162e-11j),(-0.07374427695362444-9.702389914317302e-11j),(-0.6739541587446152+6.484824667888466e-11j),(-0.03426870671399446-1.2746479135614838e-10j),(0.04602060640397643-3.4103744172774294e-11j)
DS-p,1e-11,35.0,35.0,14.9,29.8,0.0,51,(-0.08029502296433638-9.121881374079947e-11j),(0.004760141468907452-1.6610264511144128e-11j),(-0.027040785092486867-2.0706640022539558e-10j),(-0.018571628335866026+4.090707136492445e-11j),(0.02321179066839601-5.542621804995421e-10j),(-0.038659187623102234+2.0192898177150825e-10j),(-0.04043968666230088-7.454742223255176e-11j),(-0.07299061299412674-9.793309062641106e-11j),(-0.6779595728382436+6.438965712774383e-11j),(-0.03388266883134102-1.2533737170636992e-10j),(0.04576767142946468-3.442655668210439e-11j)
DS-p,1e-11,35.0,35.0,15.0,30.0,0.0,51,(-0.08003369234925062-8.535945127605812e-11j),(0.006067718244589928-1.8175967224265324e-11j),(-0.03520034868056713-2.052019001653094e-10j),(-0.017612836921167867+5.834688714182065e-11j),(0.021386415667035714-5.258028260385844e-10j),(-0.04373951464531951+2.0636690719362932e-10j),(-0.040308959272332745-8.156946390141529e-11j),(-0.07221815019913644-1.0060715210126946e-10j),(-0.6818961792844952+6.450166183796873e-11j),(-0.03350232179345872-1.5428028657376882e-10j),(0.045512086230501694-3.6129232854260733e-11j)
DS-p,1e-11,35.0,35.0,15.1,30.2,0.0,51,(-0.07976191822135272-8.414499747173936e-11j),(0.00735554608799887-1.9294797607310463e-11j),(-0.043298043545573955-2.2134691291102759e-10j),(-0.016652885539499854+7.466331042700989e-11j),(0.019565569693520142-4.973624055487483e-10j),(-0.04886046896119735+2.0849972448703735e-10j),(-0.04017325174306252-8.324403210894862e-11j),(-0.07142830093647493-9.890906328912765e-11j),(-0.6857654046436431+6.461366158884768e-11j),(-0.03312757958495818-1.349763717150886e-10j),(0.045254103521949626-3.545627226529986e-11j)
DS-p,1e-11,35.0,35.0,15.2,30.4,0.0,51,(-0.07948030603657352-8.127094873739437e-11j),(0.008623138065416813-1.9912806040042783e-11j),(-0.051333143754890266-2.054168567045574e-10j),(-0.01569286136716439+9.365478761275376e-11j),(0.01775087189864103-4.683894283178551e-10j),(-0.05401829741868229+2.0890232036437282e-10j),(-0.04003284017525134-8.692876281394042e-11j),(-0.0706224324401925-9.718835340124275e-11j),(-0.6895686427337725+6.804196605704336e-11j),(-0.0327583569622463-1.3213148064159322e-10j),(0.044993963529285724-3.5378739864006894e-11j)
DS-p,1e-11,35.0,35.0,15.3,30.6,0.0,51,(-0.07918943464949775-7.083593433414585e-11j),(0.009870069342468328-2.0913044059607754e-11j),(-0.059305010327254035-1.9855540760852336e-10j),(-0.014733790153377835+1.2306408209096663e-10j),(0.0159438462394533-4.535533370963926e-10j),(-0.05920941256326829+2.1404005030551152e-10j),(-0.03988798906473037-9.462611121745682e-11j),(-0.06980186647761538-9.870327147450933e-11j),(-0.693307255450099+6.592497130045149e-11j),(-0.03239456947474836-1.40542110303202e-10j),(0.04473189453499744-3.6393960082547424e-11j)
DS-p,1e-11,35.0,35.0,15.4,30.8,0.0,51,(-0.0788898573618991-6.208501319962196e-11j),(0.011095973313700457-2.173934081289957e-11j),(-0.06721308576613805-1.9835113546099973e-10j),(-0.013776638190518171+1.508184645652777e-10j),(0.014145924636828821-4.426741668458932e-10j),(-0.06443038626387639+2.1795759624642173e-10j),(-0.03973895179524553-9.682520295508401e-11j),(-0.06896787926801788-9.897902107545158e-11j),(-0.6969825735352194+6.887563725941008e-11j),(-0.03203613345940145-1.4293893737412557e-10j),(0.04446811342754382-3.704325214848271e-11j)
DS-p,1e-11,35.0,35.0,15.5,31.0,0.0,51,(-0.07858210300206593-5.519231837200582e-11j),(0.012300537910971996-2.2100196528127912e-11j),(-0.07505688889982415-1.9562965668798755e-10j),(-0.012822314316124746+1.8582382874792476e-10j),(0.012358450180586051-4.192793314242368e-10j),(-0.06967794353546185+2.2017386171711627e-10j),(-0.03958597110096153-9.994051756947571e-11j),(-0.06812170144950971-9.87271486828806e-11j),(-0.7005958974169036+6.696296156174872e-11j),(-0.031682966097936645-1.616087008049171e-10j),(0.044202826182337396-3.818840108833241e-11j)
DS-p,1e-11,35.0,35.0,15.6,31.2,0.0,51,(-0.07826667698125395-4.701964279437544e-11j),(0.013483502082538323-2.2366352933137567e-11j),(-0.08283601003667918-1.9769326696801398e-10j),(-0.011871671919637708+2.108578116335857e-10j),(0.010582680283414239-4.044828480772378e-10j),(-0.07494895657816406+2.1946841761609862e-10j),(-0.03942927950572127-1.0166855138377456e-10j),(-0.06726451840055647-9.576674530570119e-11j),(-0.7041484979065195+6.584728543195527e-11j),(-0.03133498543501566-1.6034675257047403e-10j),(0.04393622834363053-3.8043062621602477e-11j)
DS-p,1e-11,35.0,35.0,15.7,31.4,0.0,51,(-0.07794406228743998-4.244192923514687e-11j),(0.014644652454384217-2.290768504091098e-11j),(-0.09055010643735094-1.9579181161863372e-10j),(-0.010925510973204721+2.4231360006212646e-10j),(0.008819789858588584-3.957942279799697e-10j),(-0.08024043900054821+2.2027103484243932e-10j),(-0.039269099755276364-1.0569700430431871e-10j),(-0.06639747050324557-9.555217895005971e-11j),(-0.7076416169255813+7.247177547688819e-11j),(-0.030992110376226137-1.6156417305379076e-10j),(0.04366850550580022-3.8769135696483126e-11j)
DS-p,1e-11,35.0,35.0,15.8,31.6,0.0,51,(-0.0776147204580013-3.330509246587545e-11j),(0.015783820150638957-2.2834984634942725e-11j),(-0.09819889803246226-2.1909152101431377e-10j),(-0.009984580040329866+2.651669847306319e-10j),(0.00707087446191091-3.764095484290249e-10j),(-0.08554954026386803+2.159531742490509e-10j),(-0.039105645214138486-1.0274160929441739e-10j),(-0.0655216536341024-9.141299200140994e-11j),(-0.7110764682765917+7.109669786685172e-11j),(-0.03065426068473842-1.4238043631156435e-10j),(0.04339983377237474-3.790622094564959e-11j)
DS-p,1e-11,35.0,35.0,15.9,31.8,0.0,51,(-0.07727909249467448-3.0140959726874426e-11j),(0.016900877791647187-2.334754301341711e-11j),(-0.10578216345066728-2.0224658559384233e-10j),(-0.009049578284548495+3.040231219731278e-10j),(0.00533695339213322-3.6839789786827754e-10j),(-0.09087354030491132+2.1691435866827883e-10j),(-0.038939120261510154-1.0772629754872547e-10j),(-0.06463811970076769-9.245632196217106e-11j),(-0.7144542382167984+7.2412810901011e-11j),(-0.030321357073919662-1.8025295566063336e-10j),(0.04313038012252424-3.998566930873365e-11j)
DS-p,1e-11,35.0,35.0,16.0,32.0,0.0,51,(-0.07693759964068132-1.8689451220316385e-11j),(0.017995736628545735-2.3667707985975126e-11j),(-0.11329973620347697-2.2635562011165567e-10j),(-0.008121157426924515+3.375841782178992e-10j),(0.00361897278479938-3.5264106149182685e-10j),(-0.09620984435935635+2.127810119835897e-10j),(-0.038769720654397336-1.0584154184691024e-10j),(-0.06374787733358929-9.00598907526262e-11j),(-0.7177760862031096+7.381909367141232e-11j),(-0.02999332115314476-1.5536823298220164e-10j),(0.04286030287095845-3.943228874853817e-11j)
DS-p,1e-11,35.0,35.0,16.1,32.2,0.0,51,(-0.07659064442303969-1.200304759311703e-11j),(0.01906834384111275-2.4241539584696123e-11j),(-0.12075150123056934-2.2127321792069942e-10j),(-0.007199923732092071+3.739481934077452e-10j),(0.0019178085855595637-3.432343403520598e-10j),(-0.10155597797569378+2.0974713690865054e-10j),(-0.038597633886168645-1.0791811052364916e-10j),(-0.06285189259148546-8.98479791468762e-11j),(-0.7210431455320987+6.957054655520579e-11j),(-0.029670075434852224-1.82011361910464e-10j),(0.04258975206156587-4.071623655928592e-11j)
DS-p,1e-11,35.0,35.0,16.2,32.4,0.0,51,(-0.0762386112634126-8.909143064738948e-12j),(0.02011867997451503-2.4243080895418007e-11j),(-0.12813739149509065-2.0794573185669637e-10j),(-0.006286439896428041+3.9790161965442443e-10j),(0.00023426955935536162-3.2712173981688144e-10j),(-0.10690958220045996+2.0421772368946052e-10j),(-0.038423039527802696-1.0595791572718259e-10j),(-0.06195108978652366-8.67721340705799e-11j),(-0.7242565238720023+7.240934466826898e-11j),(-0.02935154342800701-1.6211379282869328e-10j),(0.04231886977751992-4.021337223937683e-11j)
DS-p,1e-11,35.0,35.0,16.3,32.6,0.0,51,(-0.07588186734894725+8.692152662343841e-13j),(0.021146756515837275-2.4764445980618788e-11j),(-0.13545738490817547-2.3417269551005243e-10j),(-0.005381226948161018+4.1907251858967136e-10j),(-0.0014308998417526203-3.2013197158658204e-10j),(-0.11226840894613954+1.9539847162335043e-10j),(-0.03824610954374577-1.0687112320576756e-10j),(-0.061046352328915594-8.482205437491862e-11j),(-0.7274173040044873+7.152626879953952e-11j),(-0.029037649543318278-1.6639539370436969e-10j),(0.042047790582070456-4.0719397788394124e-11j)
DS-p,1e-11,35.0,35.0,16.4,32.8,0.0,51,(-0.07552076335934162+7.501178520093439e-12j),(0.022152613610650816-2.5013069891304268e-11j),(-0.14271150142003275-2.3600190583630935e-10j),(-0.004484766086873138+4.439714488420961e-10j),(-0.0030770166300818844-3.0657136677643467e-10j),(-0.1176303165411043+1.9103969148213572e-10j),(-0.03806700860846993-1.0654755818773564e-10j),(-0.06013852364762124-8.302043080589024e-11j),(-0.7305265443168786+7.069989789933567e-11j),(-0.02872831915573311-1.728926595883923e-10j),(0.04177664181336253-4.1179043148221774e-11j)
DS-p,1e-11,35.0,35.0,16.5,33.0,0.0,51,(-0.07515563415403206+1.7646104383993366e-11j),(0.023136317890323062-2.5526203392443476e-11j),(-0.14989980022185348-2.3186769305426626e-10j),(-0.0035975004742583743+4.717919967880412e-10j),(-0.004703456518313553-2.991189079431681e-10j),(-0.12299326542384376+1.857801277395997e-10j),(-0.037885894404503434-1.0907829793579557e-10j),(-0.05922840812858585-8.27436820236675e-11j),(-0.7335852794025117+7.16432054829467e-11j),(-0.02842347864174563-1.8911484627353746e-10j),(0.0415055438964872-4.231660847959726e-11j)
